run,imp,exit_code,theta_1,gamma_1,e_1,lnL,converged,combo,rep
177,1,3,0.00249838644590471,0.160487150045642,0.0840541456280485,20526.3449581626,True,n100_g0_e0.1,88
126,1,3,0.00253646056182574,-0.218216193596306,0.102541244540716,19755.5736082468,True,n100_g0_e0.1,89
146,1,3,0.00240083744183069,0.251591221701373,0.0956493023067679,19755.9779935522,True,n100_g0_e0.1,8
61,1,3,0.00260354871547227,-0.406601641701895,0.113525522204971,19779.6539365897,True,n100_g0_e0.1,90
224,1,3,0.00243288619874864,0.17537913568253,0.0747222040271049,19940.4882205674,True,n100_g0_e0.1,91
418,1,3,0.00250361202216491,-0.151492856226499,0.10564785451766,19599.788318914,True,n100_g0_e0.1,92
166,1,3,0.00245334369299727,0.22416935401208,0.0875857235590602,20205.8132168595,True,n100_g0_e0.1,93
207,1,3,0.00253717725850227,-0.152490456985634,0.114866139526375,19905.9218045468,True,n100_g0_e0.1,94
111,1,3,0.00258431055698928,-0.269602268496019,0.134708885962893,19941.9700583093,True,n100_g0_e0.1,95
328,1,3,0.00267666727298366,-0.327987604768815,0.109981628909333,20709.8846237498,True,n100_g0_e0.1,96
207,1,3,0.00250117639920296,0.025142717064251,0.104477600410473,20080.4653548575,True,n100_g0_e0.1,97
166,1,3,0.00234539820534449,0.340213559805078,0.0941850393483144,19469.0410619463,True,n100_g0_e0.1,98
302,1,3,0.00252530783260178,-0.0537213259739762,0.117350015899724,20052.1460751311,True,n100_g0_e0.1,99
122,1,3,0.00246596577929831,0.0319367914431233,0.0786183535629483,19856.7825999754,True,n100_g0_e0.1,9
69,1,3,0.00252497284217994,9.5990001399012,0.0488858888252302,35552.7587810892,True,n100_g10_e0.05,100
442,1,3,0.00256083109165096,9.21855365148989,0.0820534205465448,35927.062422871,True,n100_g10_e0.05,10
206,1,3,0.00249247011285201,10,0.00479212553487446,35351.4673314474,True,n100_g10_e0.05,11
24,1,3,0.0024675524714144,10,0.055267734986819,34930.4576201764,True,n100_g10_e0.05,12
250,1,3,0.00261646335868102,8.22140181874938,0.118051818623284,36172.1356124176,True,n100_g10_e0.05,13
63,1,3,0.00257077218133019,8.43289992665177,0.131425634612445,35524.9348197517,True,n100_g10_e0.05,14
417,1,3,0.00255369611413744,10,0.078716869166702,36286.9580511426,True,n100_g10_e0.05,15
476,1,3,0.00253987873963436,8.87794609139657,0.0558833874974229,35443.8352910551,True,n100_g10_e0.05,16
333,1,3,0.00248713057661405,10,0.0670269303578912,35152.2204966862,True,n100_g10_e0.05,17
255,1,3,0.00253090111536105,9.62311730207202,0.0680294350664707,35736.3673774836,True,n100_g10_e0.05,18
114,1,3,0.00256877569576721,8.76763227602022,0.0631341366484692,35796.0741584425,True,n100_g10_e0.05,19
209,1,3,0.00249801543001091,8.8483737096879,0.08050557432647,34691.0289922053,True,n100_g10_e0.05,1
198,1,3,0.00255545551935492,8.61345604283478,0.120109093634128,35409.3935804174,True,n100_g10_e0.05,20
62,1,3,0.00253803363466293,10,0.0515751794487773,36155.2269727713,True,n100_g10_e0.05,21
30,1,3,0.00250997892819457,9.27759504380216,0.0851963857579372,35072.4592032758,True,n100_g10_e0.05,22
257,1,3,0.00257628650803973,7.89703099751145,0.112195564847057,35221.5364874729,True,n100_g10_e0.05,23
217,1,3,0.00243515962895925,10,0.0419484261525835,34368.1113866647,True,n100_g10_e0.05,24
83,1,3,0.00255618788732994,10,0.0381574354558826,36431.1137235107,True,n100_g10_e0.05,25
390,1,3,0.00256376539198752,8.03040336585738,0.0975381872402992,35087.376186872,True,n100_g10_e0.05,26
108,1,3,0.00251845553593055,10,0.0201967585789728,35755.6057179941,True,n100_g10_e0.05,27
121,1,3,0.00253441818089437,9.30621677889133,0.0918343847551014,35480.7814997621,True,n100_g10_e0.05,28
303,1,3,0.00251638536030038,9.30775443554462,0.0633740783976885,35346.7455028972,True,n100_g10_e0.05,29
321,1,3,0.00262839332298292,6.77817811969655,0.106639643416941,35053.4646429414,True,n100_g10_e0.05,2
106,1,3,0.00252343905675939,10,0.0436090764969392,35826.9294537874,True,n100_g10_e0.05,30
395,1,3,0.00264354286224472,7.01186768558467,0.129172282689826,35466.1708645101,True,n100_g10_e0.05,31
302,1,3,0.00257382606914122,8.27954124771813,0.0976241867100724,35553.7602453708,True,n100_g10_e0.05,32
266,1,3,0.00260910693593344,7.82475474035204,0.110958243140754,35713.7556763248,True,n100_g10_e0.05,33
92,1,3,0.00260210998718882,7.86025843397448,0.116909064297878,35655.8627149656,True,n100_g10_e0.05,34
228,1,3,0.0025177436062934,10,0.0283415138358478,35740.6706610843,True,n100_g10_e0.05,35
425,1,3,0.00250742060379622,10,0.01018100793619,35620.3870713855,True,n100_g10_e0.05,36
58,1,3,0.00253055836306286,10,0.0529090452307937,35966.9263146987,True,n100_g10_e0.05,37
75,1,3,0.00254586487533219,10,0.0263794157899387,36240.093393015,True,n100_g10_e0.05,38
6,1,3,0.00254007373136651,9.59715896341799,0.0524168435646615,35852.587451334,True,n100_g10_e0.05,39
454,1,3,0.00252504893152691,8.17227157492485,0.0962641132845003,34544.5280128265,True,n100_g10_e0.05,3
440,1,3,0.00256676673927506,8.54649303701283,0.103458677863213,35588.6292460794,True,n100_g10_e0.05,40
202,1,3,0.00251311605498291,10,0.0676294769016954,35649.2893585878,True,n100_g10_e0.05,41
337,1,3,0.00250350498603022,10,0.0649733694447539,35505.8268171502,True,n100_g10_e0.05,42
31,1,3,0.00256188332043705,10,0.0311719599984463,36463.6362093929,True,n100_g10_e0.05,43
88,1,3,0.00250349335502263,8.00030025004956,0.102628846799518,34071.3156133634,True,n100_g10_e0.05,44
124,1,3,0.00244975422107585,10,0.0541821697181158,34594.7602956321,True,n100_g10_e0.05,45
65,1,3,0.00247228806607258,9.237361863342,0.0780037560476379,34430.8503067493,True,n100_g10_e0.05,46
66,1,3,0.00251128868512241,8.91349215329655,0.0812006277780077,34878.685522512,True,n100_g10_e0.05,47
52,1,3,0.00246256894594011,10,0.0455822902183321,34816.0719112029,True,n100_g10_e0.05,48
23,1,3,0.00247751949327319,10,0.0467580421241969,34999.5592766052,True,n100_g10_e0.05,49
156,1,3,0.00243976278659114,9.98987197784804,0.0754328544094764,34403.8770413502,True,n100_g10_e0.05,4
73,1,3,0.00258102693184546,7.80421318659906,0.101814130374622,35267.4375819531,True,n100_g10_e0.05,50
282,1,3,0.00250991237277537,10,0.0558356894066346,35614.7861306972,True,n100_g10_e0.05,51
75,1,3,0.00255832369699996,10,0.0301732156609203,36417.3878333631,True,n100_g10_e0.05,52
294,1,3,0.00249069023104876,10,0.0409854111125135,35249.320423561,True,n100_g10_e0.05,53
106,1,3,0.00256045941673959,10,0.052027851446836,36499.4033941717,True,n100_g10_e0.05,54
98,1,3,0.00248926638029263,10,0.0569621975792673,35215.5670905107,True,n100_g10_e0.05,55
70,1,3,0.00265774233994867,7.17669308092887,0.12078503897994,35972.3603936217,True,n100_g10_e0.05,56
33,1,3,0.00249460585098376,10,0.0535705736627343,35366.8363666743,True,n100_g10_e0.05,57
