1193, 634, 431, 375, 281, 270, 291, 248, 253, 220, 226, 225, 276, 259, 260, 290, 341, 384, 507
1183, 650, 449, 370, 307, 265, 263, 239, 231, 246, 230, 272, 291, 272, 292, 307, 330, 424, 527
1114, 687, 437, 380, 319, 304, 272, 250, 248, 260, 229, 242, 239, 249, 267, 337, 360, 428, 481
1171, 623, 478, 372, 323, 260, 258, 245, 235, 216, 250, 219, 250, 249, 295, 314, 303, 382, 485
1135, 647, 433, 352, 330, 302, 241, 261, 251, 229, 212, 201, 251, 246, 257, 334, 364, 415, 519
1166, 610, 473, 363, 320, 278, 232, 272, 249, 269, 231, 261, 247, 309, 273, 288, 380, 420, 507
1115, 609, 451, 379, 293, 289, 271, 230, 239, 235, 238, 227, 249, 257, 279, 326, 333, 421, 509
1204, 627, 453, 361, 325, 262, 263, 283, 234, 248, 266, 262, 272, 260, 285, 303, 354, 422, 469
1080, 591, 455, 342, 300, 280, 272, 244, 214, 251, 240, 239, 255, 259, 296, 301, 392, 382, 501
1109, 646, 460, 326, 314, 303, 281, 269, 233, 248, 228, 231, 261, 238, 307, 304, 318, 373, 536
1088, 633, 447, 364, 318, 289, 266, 254, 247, 258, 239, 249, 269, 263, 290, 292, 347, 411, 479
1197, 640, 448, 331, 313, 266, 263, 255, 208, 254, 255, 258, 255, 251, 297, 315, 342, 348, 528
1163, 670, 417, 386, 316, 314, 274, 255, 235, 229, 225, 263, 237, 249, 271, 311, 321, 407, 471
1200, 634, 465, 373, 292, 266, 233, 253, 247, 242, 217, 255, 241, 274, 274, 339, 381, 414, 502
1228, 605, 430, 366, 291, 273, 278, 248, 235, 229, 249, 211, 276, 262, 260, 323, 352, 370, 493
1209, 616, 445, 376, 310, 275, 275, 251, 237, 226, 227, 234, 224, 291, 273, 283, 339, 388, 476
1129, 620, 455, 375, 314, 261, 271, 254, 233, 214, 245, 241, 274, 284, 299, 313, 332, 359, 474
1189, 593, 459, 381, 303, 311, 254, 236, 258, 216, 253, 255, 257, 255, 275, 321, 350, 406, 481
1130, 640, 445, 372, 269, 284, 267, 208, 232, 248, 237, 241, 222, 269, 264, 311, 337, 405, 481
1112, 639, 439, 365, 283, 291, 276, 238, 237, 238, 205, 258, 251, 279, 278, 306, 332, 429, 553
1145, 613, 456, 343, 290, 284, 252, 232, 243, 234, 230, 209, 239, 254, 284, 311, 307, 417, 505
1196, 620, 504, 385, 298, 284, 255, 265, 226, 246, 240, 250, 266, 285, 278, 307, 350, 382, 563
1180, 682, 418, 348, 278, 317, 266, 245, 227, 239, 228, 244, 263, 263, 317, 295, 337, 378, 467
1151, 673, 471, 396, 328, 269, 264, 243, 249, 238, 223, 254, 264, 277, 283, 279, 356, 368, 523
1114, 649, 439, 356, 290, 294, 274, 242, 200, 213, 228, 232, 240, 275, 302, 307, 344, 371, 511
1151, 601, 452, 354, 297, 302, 255, 212, 247, 231, 221, 232, 233, 273, 274, 276, 362, 417, 520
1136, 625, 459, 352, 305, 287, 203, 237, 262, 222, 236, 240, 266, 256, 297, 303, 368, 396, 499
1218, 626, 449, 352, 323, 262, 247, 235, 257, 219, 254, 252, 273, 282, 264, 318, 348, 412, 489
1239, 623, 495, 369, 292, 282, 275, 246, 254, 231, 223, 272, 250, 270, 264, 312, 372, 389, 536
1199, 654, 447, 375, 324, 296, 239, 228, 244, 234, 240, 250, 277, 292, 288, 313, 293, 374, 502
1168, 604, 432, 379, 324, 306, 282, 237, 254, 241, 237, 235, 264, 289, 286, 289, 350, 420, 511
1131, 624, 456, 322, 358, 273, 275, 225, 227, 219, 230, 213, 267, 268, 286, 305, 347, 398, 517
1132, 626, 468, 385, 288, 277, 267, 224, 230, 239, 236, 232, 253, 257, 289, 319, 343, 423, 462
1179, 651, 444, 341, 306, 277, 236, 240, 244, 231, 234, 259, 254, 302, 275, 316, 348, 393, 472
1203, 607, 426, 336, 314, 308, 255, 237, 234, 236, 250, 221, 254, 253, 291, 291, 358, 407, 508
1160, 623, 446, 368, 332, 289, 278, 255, 217, 233, 220, 219, 241, 243, 267, 298, 387, 448, 509
1191, 654, 485, 359, 350, 290, 266, 225, 246, 219, 225, 225, 233, 268, 286, 331, 346, 385, 485
1159, 624, 448, 363, 293, 250, 243, 259, 227, 244, 217, 235, 249, 258, 280, 331, 345, 402, 499
1214, 621, 415, 368, 306, 308, 272, 250, 239, 241, 234, 243, 254, 259, 299, 321, 355, 379, 466
1125, 592, 428, 343, 296, 262, 249, 256, 275, 223, 238, 244, 234, 250, 275, 312, 334, 358, 506
1187, 607, 440, 403, 312, 275, 247, 246, 220, 248, 248, 223, 267, 275, 272, 311, 340, 401, 508
1100, 623, 486, 350, 281, 268, 283, 227, 242, 239, 260, 272, 262, 265, 301, 300, 339, 405, 510
1156, 655, 483, 337, 292, 269, 272, 237, 254, 208, 247, 217, 234, 282, 275, 293, 338, 422, 502
1212, 591, 433, 373, 283, 295, 234, 240, 262, 245, 237, 242, 248, 252, 253, 330, 341, 415, 507
1155, 657, 471, 384, 338, 268, 263, 260, 256, 231, 256, 246, 245, 250, 253, 319, 355, 391, 519
1170, 633, 458, 344, 327, 276, 261, 271, 221, 253, 232, 215, 232, 260, 282, 296, 366, 369, 506
1190, 591, 458, 373, 346, 301, 255, 238, 259, 233, 245, 222, 230, 261, 289, 327, 323, 396, 539
1158, 658, 451, 359, 322, 263, 254, 240, 235, 244, 236, 256, 233, 254, 291, 304, 337, 412, 478
