1229, 691, 446, 389, 336, 293, 289, 247, 240, 201, 214, 241, 263, 275, 284, 313, 307, 353, 496
1210, 673, 468, 344, 281, 289, 268, 220, 229, 240, 204, 238, 273, 278, 273, 320, 348, 383, 469
1184, 651, 463, 345, 322, 255, 246, 239, 264, 217, 248, 254, 259, 247, 270, 307, 331, 371, 483
1220, 632, 435, 373, 330, 285, 268, 241, 229, 227, 217, 233, 265, 267, 275, 322, 324, 373, 470
1238, 652, 456, 355, 294, 295, 250, 265, 222, 244, 230, 219, 273, 281, 274, 324, 329, 389, 514
1207, 624, 466, 371, 298, 250, 235, 251, 230, 212, 241, 248, 244, 261, 269, 282, 345, 363, 480
1158, 639, 446, 372, 341, 292, 251, 247, 249, 233, 259, 229, 269, 269, 264, 300, 322, 371, 495
1233, 658, 443, 370, 325, 303, 281, 234, 217, 231, 228, 241, 273, 251, 298, 281, 337, 376, 457
1206, 697, 458, 384, 321, 293, 247, 243, 238, 215, 245, 226, 252, 267, 267, 309, 356, 393, 437
1206, 653, 444, 353, 289, 312, 242, 228, 235, 255, 228, 240, 236, 264, 283, 320, 357, 393, 450
1161, 580, 461, 359, 328, 274, 283, 247, 245, 234, 240, 257, 238, 292, 279, 312, 309, 395, 458
1186, 645, 450, 356, 279, 261, 269, 234, 255, 220, 236, 251, 220, 263, 309, 299, 361, 389, 475
1213, 677, 482, 355, 290, 287, 243, 250, 241, 253, 238, 227, 260, 304, 286, 295, 341, 403, 477
1221, 664, 448, 379, 288, 297, 257, 252, 250, 196, 214, 235, 256, 281, 258, 303, 328, 396, 495
1156, 662, 445, 350, 346, 276, 249, 248, 261, 238, 241, 221, 241, 265, 279, 300, 317, 376, 492
1229, 641, 461, 390, 342, 266, 235, 274, 238, 242, 247, 210, 272, 261, 267, 300, 336, 391, 491
1190, 647, 463, 395, 300, 257, 259, 259, 238, 232, 246, 246, 248, 266, 320, 308, 329, 360, 470
1211, 641, 468, 363, 331, 257, 273, 248, 238, 240, 263, 247, 263, 247, 270, 337, 341, 378, 475
1174, 637, 461, 381, 315, 300, 233, 264, 258, 232, 210, 238, 251, 278, 296, 290, 339, 380, 491
1220, 669, 464, 350, 300, 266, 248, 269, 268, 245, 257, 254, 229, 223, 283, 291, 341, 361, 469
1263, 629, 457, 381, 312, 290, 274, 191, 227, 256, 245, 234, 238, 265, 302, 305, 306, 421, 464
1246, 589, 492, 373, 296, 283, 272, 237, 255, 232, 231, 252, 265, 270, 253, 304, 353, 385, 466
1224, 627, 503, 365, 330, 302, 291, 250, 204, 232, 231, 247, 264, 246, 284, 299, 325, 351, 468
1175, 601, 453, 363, 304, 267, 282, 233, 228, 227, 218, 224, 269, 260, 274, 313, 319, 388, 504
1224, 631, 463, 351, 327, 269, 226, 230, 243, 217, 276, 264, 265, 270, 295, 300, 342, 367, 429
1182, 660, 469, 358, 321, 269, 270, 253, 262, 232, 230, 242, 249, 226, 291, 317, 325, 357, 456
1230, 646, 410, 344, 297, 288, 231, 264, 216, 234, 219, 223, 231, 284, 282, 282, 373, 406, 479
1228, 631, 483, 365, 322, 294, 249, 228, 230, 242, 253, 272, 240, 275, 299, 311, 340, 369, 460
1281, 599, 462, 363, 291, 290, 278, 244, 260, 245, 225, 246, 205, 270, 258, 316, 326, 411, 466
1240, 641, 443, 364, 274, 254, 268, 255, 249, 228, 225, 200, 253, 261, 296, 306, 341, 348, 428
1212, 621, 484, 327, 310, 281, 244, 294, 227, 243, 220, 236, 258, 264, 283, 312, 333, 387, 446
1195, 626, 509, 360, 283, 282, 275, 258, 219, 215, 242, 277, 237, 244, 267, 322, 354, 444, 469
1179, 688, 461, 384, 310, 311, 268, 248, 236, 222, 263, 264, 227, 246, 259, 294, 350, 398, 449
1233, 637, 485, 394, 320, 272, 264, 271, 233, 212, 247, 244, 271, 274, 280, 318, 337, 418, 470
1194, 611, 426, 364, 286, 292, 248, 249, 254, 241, 214, 244, 252, 265, 274, 300, 341, 396, 421
1153, 649, 427, 395, 333, 257, 263, 214, 249, 259, 243, 260, 267, 264, 275, 318, 300, 420, 497
1224, 635, 429, 335, 352, 297, 270, 242, 241, 232, 213, 238, 245, 250, 275, 305, 293, 396, 464
1185, 678, 437, 358, 325, 284, 247, 264, 258, 243, 237, 247, 250, 256, 287, 294, 337, 390, 452
1279, 657, 446, 376, 307, 281, 230, 256, 238, 221, 252, 242, 256, 233, 261, 311, 331, 387, 466
1200, 606, 422, 367, 322, 313, 255, 252, 251, 236, 207, 227, 244, 284, 295, 323, 356, 393, 431
1201, 630, 466, 370, 312, 281, 237, 236, 252, 234, 199, 247, 250, 286, 311, 323, 294, 369, 481
1184, 696, 452, 391, 305, 282, 250, 230, 218, 215, 256, 234, 274, 269, 282, 285, 362, 384, 457
1211, 633, 497, 371, 294, 300, 286, 254, 216, 240, 253, 222, 218, 275, 302, 299, 346, 384, 423
1217, 659, 447, 366, 322, 292, 240, 245, 214, 197, 226, 265, 241, 249, 264, 312, 309, 366, 469
1195, 634, 456, 377, 323, 283, 278, 240, 269, 232, 271, 245, 234, 251, 267, 301, 369, 400, 429
