"combo","mean_theta","lwr_theta","upr_theta","mean_gamma","lwr_gamma","upr_gamma","mean_error","lwr_error","upr_error"
"n100_g0_e0.05",0.00249779906133851,0.00237400932464572,0.00259384767801391,0.00478655529102474,-0.267685432922647,0.3388336950519,0.0492593711492386,0.0339047696593837,0.0667918922041529
"n100_g0_e0.1",0.0025191298498183,0.00235386123769008,0.00269132138785423,-0.0399578697757237,-0.472451285037335,0.334931174828439,0.101702829452892,0.0799360711587621,0.118022445915165
"n100_g10_e0.05",0.00251102722426077,0.00241617378317658,0.0026316863816057,9.85378885309848,7.09015960661683,12.2937304053805,0.0559877184980346,0,0.131379293252124
"n100_g10_e0.1",0.00250409888674715,0.00240177271690652,0.00264350556927291,10.1540444741773,7.26924170044423,13.2347074119466,0.0973978895477382,0.0150049653799215,0.184494741244783
