1133, 555, 373, 317, 234, 205, 156, 146, 121, 110, 112, 119, 80, 85, 87, 92, 95, 83, 130
1090, 514, 403, 271, 231, 196, 186, 144, 146, 118, 98, 99, 96, 88, 99, 81, 90, 95, 112
1171, 549, 349, 327, 237, 172, 156, 129, 140, 128, 99, 115, 107, 91, 84, 63, 107, 107, 96
1116, 549, 423, 267, 208, 185, 192, 136, 127, 128, 134, 106, 105, 84, 85, 73, 86, 100, 127
1175, 569, 375, 288, 216, 222, 179, 154, 139, 103, 123, 86, 101, 88, 85, 102, 92, 99, 109
1108, 571, 357, 267, 234, 181, 166, 141, 133, 95, 110, 93, 76, 109, 91, 90, 69, 98, 100
1130, 577, 342, 283, 242, 209, 158, 153, 130, 110, 98, 92, 109, 100, 100, 81, 96, 101, 106
1188, 530, 360, 289, 227, 193, 165, 152, 120, 100, 114, 93, 104, 90, 81, 85, 93, 94, 95
1194, 576, 412, 260, 227, 190, 176, 156, 142, 113, 129, 79, 106, 89, 90, 91, 85, 87, 122
1145, 566, 374, 273, 261, 214, 165, 145, 129, 116, 103, 110, 106, 96, 71, 77, 88, 73, 123
1145, 574, 380, 263, 239, 193, 170, 147, 125, 111, 116, 108, 94, 90, 89, 96, 93, 104, 120
1100, 623, 406, 266, 234, 196, 175, 148, 150, 119, 117, 106, 99, 84, 90, 90, 75, 97, 145
1121, 564, 396, 282, 220, 191, 150, 142, 124, 139, 105, 98, 103, 90, 84, 85, 94, 91, 113
1157, 578, 360, 268, 223, 202, 179, 174, 122, 113, 91, 99, 94, 77, 95, 80, 96, 93, 102
1131, 551, 357, 280, 251, 209, 163, 158, 130, 121, 117, 106, 101, 89, 91, 80, 90, 85, 120
1083, 564, 381, 265, 243, 167, 181, 154, 112, 130, 105, 82, 123, 87, 106, 79, 84, 99, 113
1189, 552, 364, 278, 235, 198, 155, 146, 141, 104, 109, 99, 109, 115, 95, 80, 93, 96, 132
1158, 556, 365, 284, 237, 186, 173, 127, 131, 111, 104, 117, 102, 80, 92, 88, 83, 78, 126
1125, 595, 365, 258, 220, 186, 179, 176, 143, 122, 104, 88, 70, 84, 72, 81, 75, 75, 108
1193, 546, 374, 281, 226, 194, 151, 151, 132, 127, 97, 104, 101, 95, 75, 88, 95, 102, 107
1138, 550, 394, 318, 225, 206, 160, 139, 139, 117, 98, 109, 94, 80, 77, 83, 91, 92, 124
1120, 571, 393, 266, 251, 205, 151, 125, 120, 120, 103, 107, 112, 79, 89, 80, 77, 90, 122
1133, 579, 365, 268, 215, 198, 149, 155, 133, 110, 105, 97, 103, 92, 87, 93, 93, 102, 112
1092, 577, 387, 257, 215, 201, 161, 133, 122, 119, 96, 106, 106, 105, 70, 88, 74, 85, 101
1153, 555, 401, 253, 234, 213, 132, 120, 122, 122, 111, 101, 92, 93, 107, 105, 85, 108, 111
1192, 546, 373, 262, 218, 178, 141, 131, 132, 113, 108, 103, 93, 102, 79, 76, 91, 91, 115
1136, 544, 390, 268, 248, 184, 148, 165, 127, 118, 116, 108, 93, 100, 94, 98, 75, 83, 119
1139, 609, 366, 270, 237, 216, 162, 155, 148, 142, 88, 109, 113, 89, 93, 87, 70, 78, 113
1171, 562, 394, 277, 244, 188, 164, 154, 130, 141, 118, 101, 106, 113, 96, 86, 81, 94, 117
1115, 616, 401, 262, 224, 194, 159, 132, 139, 130, 126, 98, 105, 77, 84, 78, 68, 80, 121
1083, 632, 404, 297, 241, 178, 143, 158, 142, 119, 103, 85, 95, 88, 87, 86, 61, 80, 109
1154, 567, 367, 290, 199, 209, 164, 130, 134, 143, 109, 100, 87, 107, 86, 78, 90, 81, 116
1144, 618, 425, 272, 212, 202, 158, 179, 123, 129, 105, 98, 107, 78, 100, 86, 86, 103, 108
1148, 562, 371, 292, 219, 185, 179, 162, 128, 98, 100, 107, 110, 93, 81, 102, 87, 77, 126
1153, 538, 412, 286, 239, 189, 163, 156, 130, 129, 112, 102, 109, 84, 79, 79, 82, 102, 101
1142, 581, 407, 294, 244, 213, 143, 152, 136, 133, 115, 113, 90, 75, 89, 91, 82, 93, 132
1187, 557, 380, 284, 213, 188, 139, 157, 126, 140, 109, 80, 100, 76, 100, 81, 97, 97, 125
1134, 567, 397, 280, 203, 173, 182, 178, 120, 121, 108, 97, 122, 101, 90, 84, 80, 92, 134
1154, 542, 321, 267, 244, 198, 192, 135, 110, 107, 119, 99, 84, 88, 83, 90, 85, 88, 119
1076, 582, 361, 296, 241, 181, 173, 172, 131, 111, 116, 109, 92, 90, 74, 86, 76, 87, 119
